Name,Specialization,ID,school,year,Generation,advisor_id
Richard Bruce Kieburtz,cryptography-security-and-privacy-crysp,94545,University of Washington,1961,3,21212
Shaun  Wylie,cryptography-security-and-privacy-crysp,1406,Princeton University,1937,3,7461
Aravind Krishna Joshi,cryptography-security-and-privacy-crysp,129486,University of Pennsylvania,1960,4,76341
Hisao M. Yamada,cryptography-security-and-privacy-crysp,53467,University of Pennsylvania,1960,4,74578
Zvi Meir Kedem,cryptography-security-and-privacy-crysp,11624,Technion-Israel Institute of Technology,1974,4,74435;8737;
Roy Harold Campbell,cryptography-security-and-privacy-crysp,94846,University of Newcastle upon Tyne,1977,4,149829;185791;
Günter  Hotz,cryptography-security-and-privacy-crysp,21668,Georg-August-Universität Göttingen,1958,4,15252
Eric G. Manning,cryptography-security-and-privacy-crysp,66872,University of Illinois at Urbana-Champaign,1965,4,92718
Sundaram  Seshu,cryptography-security-and-privacy-crysp,92718,University of Illinois at Urbana-Champaign,1955,4,92644
John  McCarthy,cryptography-security-and-privacy-crysp,22145,Princeton University,1951,4,10290
Marvin Lee Minsky,cryptography-security-and-privacy-crysp,6869,Princeton University,1954,4,8581
Willard Van Orman Quine,cryptography-security-and-privacy-crysp,73831,Harvard University,1932,4,78732
Akira  Ishimaru,cryptography-security-and-privacy-crysp,21212,University of Washington,1958,4,35108
Solomon  Lefschetz,cryptography-security-and-privacy-crysp,7461,Clark University,1911,4,7451
Zellig Sabbetai Harris,cryptography-security-and-privacy-crysp,76341,University of Pennsylvania,1934,5,129621
"Robert Forbes McNaughton, Jr.",cryptography-security-and-privacy-crysp,74578,Harvard University,1951,5,73831
Azaria  Paz,cryptography-security-and-privacy-crysp,74435,Hebrew University of Jerusalem,lem,5,8023
Shmuel  Winograd,cryptography-security-and-privacy-crysp,8737,New York University,1968,5,13409
Brian  Randell,cryptography-security-and-privacy-crysp,149829,Imperial College London,1989,5,None
Hugh C. Lauer,cryptography-security-and-privacy-crysp,185791,Carnegie Mellon University,1972,5,50067;50092;
Kurt  Reidemeister,cryptography-security-and-privacy-crysp,15252,Universität Hamburg,1921,5,7379
Sundaram  Seshu,cryptography-security-and-privacy-crysp,92718,University of Illinois at Urbana-Champaign,1955,5,92644
Willis Laurens Emery,cryptography-security-and-privacy-crysp,92644,Iowa State University,1947,5,92761
Donald Clayton Spencer,cryptography-security-and-privacy-crysp,10290,University of Cambridge,1939,5,10463;17806;
Albert William Tucker,cryptography-security-and-privacy-crysp,8581,Princeton University,1932,5,7461
Alfred North Whitehead,cryptography-security-and-privacy-crysp,78732,University of Cambridge,1884,5,101929
Gedaliahu  Held,cryptography-security-and-privacy-crysp,35108,"University of California, Berkeley",1954,5,144842
William Edward Story,cryptography-security-and-privacy-crysp,7451,Universität Leipzig,1875,5,32858;18589;
James Alan Montgomery,cryptography-security-and-privacy-crysp,129621,University of Pennsylvania,1904,6,145782
Willard Van Orman Quine,cryptography-security-and-privacy-crysp,73831,Harvard University,1932,6,78732
Michael Oser Rabin,cryptography-security-and-privacy-crysp,8023,Princeton University,1957,6,8011
Jacob Theodore (Jack) Schwartz,cryptography-security-and-privacy-crysp,13409,Yale University,1951,6,4299
Arie Nicolaas Habermann,cryptography-security-and-privacy-crysp,50067,Technische Universiteit Eindhoven,1967,6,45747
William Allan Wulf,cryptography-security-and-privacy-crysp,50092,University of Virginia,1968,6,63904
Erich  Hecke,cryptography-security-and-privacy-crysp,7379,Georg-August-Universität Göttingen,1910,6,7298
Willis Laurens Emery,cryptography-security-and-privacy-crysp,92644,Iowa State University,1947,6,92761
John Douglas Ryder,cryptography-security-and-privacy-crysp,92761,Iowa State University,1944,6,131580
John Edensor Littlewood,cryptography-security-and-privacy-crysp,10463,University of Cambridge,1910,6,12099
G. H. (Godfrey Harold) Hardy,cryptography-security-and-privacy-crysp,17806,University of Cambridge,1903,6,31354;18571;
Solomon  Lefschetz,cryptography-security-and-privacy-crysp,7461,Clark University,1911,6,7451
Edward John Routh,cryptography-security-and-privacy-crysp,101929,University of Cambridge,1857,6,42016;129420;
Samuel  Silver,cryptography-security-and-privacy-crysp,144842,Massachusetts Institute of Technology,1940,6,64503
Carl Gottfried Neumann,cryptography-security-and-privacy-crysp,32858,Universität Königsberg,1856,6,46967;57706;
Wilhelm  Scheibner,cryptography-security-and-privacy-crysp,18589,Martin-Luther-Universität Halle-Wittenberg,1848,6,15635
Hermann Vollrat Hilprecht,cryptography-security-and-privacy-crysp,145782,Universität Leipzig,1883,7,145781;156004;
Alfred North Whitehead,cryptography-security-and-privacy-crysp,78732,University of Cambridge,1884,7,101929
Alonzo  Church,cryptography-security-and-privacy-crysp,8011,Princeton University,1927,7,805
Nelson  Dunford,cryptography-security-and-privacy-crysp,4299,Brown University,1936,7,4740
Edsger Wybe Dijkstra,cryptography-security-and-privacy-crysp,45747,Universiteit van Amsterdam,1959,7,59162
Alan P. Batson,cryptography-security-and-privacy-crysp,63904,University of Birmingham,ham,7,None
David  Hilbert,cryptography-security-and-privacy-crysp,7298,Universität Königsberg,1885,7,7404
John Douglas Ryder,cryptography-security-and-privacy-crysp,92761,Iowa State University,1944,7,131580
Wallace L. Cassell,cryptography-security-and-privacy-crysp,131580,University of Colorado at Boulder,1928,7,None
Ernest William Barnes,cryptography-security-and-privacy-crysp,12099,University of Cambridge,1907,7,27230
Augustus Edward Hough Love,cryptography-security-and-privacy-crysp,31354,ETH Zürich,ich,7,None
Edmund Taylor Whittaker,cryptography-security-and-privacy-crysp,18571,University of Cambridge,1895,7,17829;17467;
William Edward Story,cryptography-security-and-privacy-crysp,7451,Universität Leipzig,1875,7,32858;18589;
William  Hopkins,cryptography-security-and-privacy-crysp,42016,University of Cambridge,1830,7,102043
Isaac  Todhunter,cryptography-security-and-privacy-crysp,129420,University of Cambridge,1848,7,42016
John Clarke Slater,cryptography-security-and-privacy-crysp,64503,Harvard University,1923,7,79749
Otto  Hesse,cryptography-security-and-privacy-crysp,46967,Universität Königsberg,1840,7,15635
Friedrich Julius Richelot,cryptography-security-and-privacy-crysp,57706,Universität Königsberg,1831,7,15635
Carl Gustav Jacob Jacobi,cryptography-security-and-privacy-crysp,15635,Humboldt-Universität zu Berlin,1825,7,41423
Friedrich  Delitzsch,cryptography-security-and-privacy-crysp,145781,Universität Leipzig,1873,8,145779
Heinrich Leberecht Fleischer,cryptography-security-and-privacy-crysp,156004,Universität Leipzig,1824,8,None
Edward John Routh,cryptography-security-and-privacy-crysp,101929,University of Cambridge,1857,8,42016;129420;
Oswald  Veblen,cryptography-security-and-privacy-crysp,805,The University of Chicago,1903,8,806
Jacob David Tamarkin,cryptography-security-and-privacy-crysp,4740,St. Petersburg State University,1917,8,12543
Adriaan  van Wijngaarden,cryptography-security-and-privacy-crysp,59162,Technische Universiteit Delft,1945,8,58909
C. L. Ferdinand (Carl Louis) Lindemann,cryptography-security-and-privacy-crysp,7404,Friedrich-Alexander-Universität Erlangen-Nürnberg,1873,8,7401
Wallace L. Cassell,cryptography-security-and-privacy-crysp,131580,University of Colorado at Boulder,1928,8,None
Walter William Rouse Ball,cryptography-security-and-privacy-crysp,27230,University of Cambridge,1874,8,None
Andrew Russell Forsyth,cryptography-security-and-privacy-crysp,17829,University of Cambridge,1881,8,7824
George Howard Darwin,cryptography-security-and-privacy-crysp,17467,University of Cambridge,1871,8,101929
Carl Gottfried Neumann,cryptography-security-and-privacy-crysp,32858,Universität Königsberg,1856,8,46967;57706;
Wilhelm  Scheibner,cryptography-security-and-privacy-crysp,18589,Martin-Luther-Universität Halle-Wittenberg,1848,8,15635
Adam  Sedgwick,cryptography-security-and-privacy-crysp,102043,University of Cambridge,1811,8,102036;102037;
William  Hopkins,cryptography-security-and-privacy-crysp,42016,University of Cambridge,1830,8,102043
Percy Williams Bridgman,cryptography-security-and-privacy-crysp,79749,Harvard University,1908,8,35094
Carl Gustav Jacob Jacobi,cryptography-security-and-privacy-crysp,15635,Humboldt-Universität zu Berlin,1825,8,41423
Carl Gustav Jacob Jacobi,cryptography-security-and-privacy-crysp,15635,Humboldt-Universität zu Berlin,1825,8,41423
Enno Heeren Dirksen,cryptography-security-and-privacy-crysp,41423,Georg-August-Universität Göttingen,1820,8,57659;57667;
Franz Julius Delitzsch,cryptography-security-and-privacy-crysp,145779,Universität Leipzig,1836,9,None
William  Hopkins,cryptography-security-and-privacy-crysp,42016,University of Cambridge,1830,9,102043
Isaac  Todhunter,cryptography-security-and-privacy-crysp,129420,University of Cambridge,1848,9,42016
E. H. (Eliakim Hastings) Moore,cryptography-security-and-privacy-crysp,806,Yale University,1885,9,7865
Andrei Andreyevich Markov,cryptography-security-and-privacy-crysp,12543,St. Petersburg State University,1884,9,12542
Cornelis Benjamin Biezeno,cryptography-security-and-privacy-crysp,58909,Universiteit van Amsterdam,1933,9,None
C. Felix (Christian) Klein,cryptography-security-and-privacy-crysp,7401,Rheinische Friedrich-Wilhelms-Universität Bonn,1868,9,7402;19964;
Arthur  Cayley,cryptography-security-and-privacy-crysp,7824,Universiteit Leiden and University College Dublin and University of Oxford,1875,9,42016
Edward John Routh,cryptography-security-and-privacy-crysp,101929,University of Cambridge,1857,9,42016;129420;
Otto  Hesse,cryptography-security-and-privacy-crysp,46967,Universität Königsberg,1840,9,15635
Friedrich Julius Richelot,cryptography-security-and-privacy-crysp,57706,Universität Königsberg,1831,9,15635
Carl Gustav Jacob Jacobi,cryptography-security-and-privacy-crysp,15635,Humboldt-Universität zu Berlin,1825,9,41423
Thomas  Jones,cryptography-security-and-privacy-crysp,102036,University of Cambridge,1782,9,133301;103066;
John  Dawson,cryptography-security-and-privacy-crysp,102037,,,9,129421;129422;
Adam  Sedgwick,cryptography-security-and-privacy-crysp,102043,University of Cambridge,1811,9,102036;102037;
Wallace Clement Sabine,cryptography-security-and-privacy-crysp,35094,Harvard University,1888,9,67041
Enno Heeren Dirksen,cryptography-security-and-privacy-crysp,41423,Georg-August-Universität Göttingen,1820,9,57659;57667;
Enno Heeren Dirksen,cryptography-security-and-privacy-crysp,41423,Georg-August-Universität Göttingen,1820,9,57659;57667;
Johann Tobias Mayer,cryptography-security-and-privacy-crysp,57659,Georg-August-Universität Göttingen,1773,9,66476;65161;
Bernhard Friedrich Thibaut,cryptography-security-and-privacy-crysp,57667,Georg-August-Universität Göttingen,1796,9,66476;65161;
Adam  Sedgwick,cryptography-security-and-privacy-crysp,102043,University of Cambridge,1811,10,102036;102037;
William  Hopkins,cryptography-security-and-privacy-crysp,42016,University of Cambridge,1830,10,102043
H. A. (Hubert Anson) Newton,cryptography-security-and-privacy-crysp,7865,Yale University,1850,10,26995
Pafnuty Lvovich Chebyshev,cryptography-security-and-privacy-crysp,12542,St. Petersburg State University,1849,10,12541
Julius  Plücker,cryptography-security-and-privacy-crysp,7402,Philipps-Universität Marburg,1823,10,29642
Rudolf Otto Sigismund Lipschitz,cryptography-security-and-privacy-crysp,19964,Universität Berlin,1853,10,17946;47064;
William  Hopkins,cryptography-security-and-privacy-crysp,42016,University of Cambridge,1830,10,102043
William  Hopkins,cryptography-security-and-privacy-crysp,42016,University of Cambridge,1830,10,102043
Isaac  Todhunter,cryptography-security-and-privacy-crysp,129420,University of Cambridge,1848,10,42016
Carl Gustav Jacob Jacobi,cryptography-security-and-privacy-crysp,15635,Humboldt-Universität zu Berlin,1825,10,41423
Carl Gustav Jacob Jacobi,cryptography-security-and-privacy-crysp,15635,Humboldt-Universität zu Berlin,1825,10,41423
Enno Heeren Dirksen,cryptography-security-and-privacy-crysp,41423,Georg-August-Universität Göttingen,1820,10,57659;57667;
Thomas  Postlethwaite,cryptography-security-and-privacy-crysp,133301,University of Cambridge,1756,10,133367
John  Cranke,cryptography-security-and-privacy-crysp,103066,University of Cambridge,1774,10,None
Edward  Waring,cryptography-security-and-privacy-crysp,129421,University of Cambridge,1760,10,None
Henry  Bracken,cryptography-security-and-privacy-crysp,129422,Universiteit Leiden,den,10,101856
Thomas  Jones,cryptography-security-and-privacy-crysp,102036,University of Cambridge,1782,10,133301;103066;
John  Dawson,cryptography-security-and-privacy-crysp,102037,,,10,129421;129422;
John  Trowbridge,cryptography-security-and-privacy-crysp,67041,Harvard University,1873,10,132487
Johann Tobias Mayer,cryptography-security-and-privacy-crysp,57659,Georg-August-Universität Göttingen,1773,10,66476;65161;
Bernhard Friedrich Thibaut,cryptography-security-and-privacy-crysp,57667,Georg-August-Universität Göttingen,1796,10,66476;65161;
Johann Tobias Mayer,cryptography-security-and-privacy-crysp,57659,Georg-August-Universität Göttingen,1773,10,66476;65161;
Bernhard Friedrich Thibaut,cryptography-security-and-privacy-crysp,57667,Georg-August-Universität Göttingen,1796,10,66476;65161;
Abraham Gotthelf Kästner,cryptography-security-and-privacy-crysp,66476,Universität Leipzig,1739,10,57670
Georg Christoph Lichtenberg,cryptography-security-and-privacy-crysp,65161,Georg-August-Universität Göttingen,1765,10,66476
Abraham Gotthelf Kästner,cryptography-security-and-privacy-crysp,66476,Universität Leipzig,1739,10,57670
Georg Christoph Lichtenberg,cryptography-security-and-privacy-crysp,65161,Georg-August-Universität Göttingen,1765,10,66476
