Name,Specialization,ID,school,year,Generation,advisor_id
Owen W. Richardson,health-informatics,90415,University of London,1904,9,50701
Joseph  Lovering,health-informatics,132487,Harvard University,1833,9,80886
C. Felix (Christian) Klein,health-informatics,7401,Rheinische Friedrich-Wilhelms-Universität Bonn,1868,9,7402;19964;
Carl Gustav Jacob Jacobi,health-informatics,15635,Humboldt-Universität zu Berlin,1825,10,41423
Carl Gustav Jacob Jacobi,health-informatics,15635,Humboldt-Universität zu Berlin,1825,10,41423
Enno Heeren Dirksen,health-informatics,41423,Georg-August-Universität Göttingen,1820,10,57659;57667;
Johann Friedrich Pfaff,health-informatics,18230,Georg-August-Universität Göttingen,1786,10,66476;127710;
Pierre-Simon  Laplace,health-informatics,108295,Université de Caen Normandie,1769,10,108266
Joseph Louis Lagrange,health-informatics,17864,,ee,10,146036;38586;
Joseph Louis Lagrange,health-informatics,17864,,ee,10,146036;38586;
Abraham Gotthelf Kästner,health-informatics,66476,Universität Leipzig,1739,10,57670
Johannes Peter Müller,health-informatics,23194,Rheinische Friedrich-Wilhelms-Universität Bonn,1822,10,104394;101865;233065;
Joseph John Thomson,health-informatics,50701,University of Cambridge,1883,10,101979
Benjamin  Peirce,health-informatics,80886,Harvard University,1829,10,147797
Julius  Plücker,health-informatics,7402,Philipps-Universität Marburg,1823,10,29642
Rudolf Otto Sigismund Lipschitz,health-informatics,19964,Universität Berlin,1853,10,17946;47064;
